source_style,target_style,similarity,source_idx,target_idx,source_artist,target_artist,source_genre,target_genre,source_duplicate_group,target_duplicate_group
High_Renaissance,Northern_Renaissance,0.8648552298545837,32099,31078,Unknown Artist,hans-holbein-the-younger,portrait,portrait,7090,51
High_Renaissance,Northern_Renaissance,0.8612992167472839,35102,31078,Unknown Artist,hans-holbein-the-younger,portrait,portrait,5188,51
Early_Renaissance,Northern_Renaissance,0.8508406281471252,44946,31078,Unknown Artist,hans-holbein-the-younger,portrait,portrait,311,51
High_Renaissance,Northern_Renaissance,0.8481369614601135,64971,31078,Unknown Artist,hans-holbein-the-younger,portrait,portrait,5830,51
Early_Renaissance,Northern_Renaissance,0.8353667259216309,23852,31078,Unknown Artist,hans-holbein-the-younger,portrait,portrait,4951,51
Baroque,Rococo,0.8554628491401672,62963,64205,joshua-reynolds,Unknown Artist,portrait,portrait,1929,52
Baroque,Rococo,0.8402796983718872,64962,64205,Unknown Artist,Unknown Artist,portrait,portrait,6254,52
Baroque,Rococo,0.816658079624176,32932,64205,anthony-van-dyck,Unknown Artist,portrait,portrait,735,52
Baroque,Rococo,0.8124783635139465,6783,64205,rembrandt,Unknown Artist,portrait,portrait,4126,52
Mannerism_Late_Renaissance,Rococo,0.8091104626655579,47089,64205,tintoretto,Unknown Artist,portrait,portrait,1370,52
Early_Renaissance,High_Renaissance,0.8950555324554443,61990,42778,Unknown Artist,michelangelo,sketch_and_study,sketch_and_study,11,53
Northern_Renaissance,High_Renaissance,0.8937130570411682,1312,42778,albrecht-durer,michelangelo,religious_painting,sketch_and_study,997,53
Northern_Renaissance,High_Renaissance,0.8897355198860168,3401,42778,Unknown Artist,michelangelo,Unknown Genre,sketch_and_study,3723,53
Northern_Renaissance,High_Renaissance,0.8837157487869263,18127,42778,albrecht-durer,michelangelo,sketch_and_study,sketch_and_study,4990,53
Northern_Renaissance,High_Renaissance,0.881233811378479,8202,42778,albrecht-durer,michelangelo,sketch_and_study,sketch_and_study,4375,53
Baroque,Rococo,0.845227062702179,62963,74558,joshua-reynolds,Unknown Artist,portrait,Unknown Genre,1929,54
Baroque,Rococo,0.788145899772644,69805,74558,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,2759,54
Baroque,Rococo,0.784664511680603,62974,74558,Unknown Artist,Unknown Artist,portrait,Unknown Genre,6337,54
Baroque,Rococo,0.7520140409469604,38777,74558,anthony-van-dyck,Unknown Artist,portrait,Unknown Genre,3462,54
Baroque,Rococo,0.7451615333557129,78588,74558,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,4413,54
Mannerism_Late_Renaissance,Baroque,0.8304644823074341,51180,11963,Unknown Artist,rembrandt,portrait,portrait,214,55
Mannerism_Late_Renaissance,Baroque,0.8165720701217651,20667,11963,paolo-veronese,rembrandt,portrait,portrait,909,55
Mannerism_Late_Renaissance,Baroque,0.8031890392303467,66273,11963,tintoretto,rembrandt,portrait,portrait,774,55
Mannerism_Late_Renaissance,Baroque,0.8029281497001648,74952,11963,Unknown Artist,rembrandt,Unknown Genre,portrait,5607,55
Mannerism_Late_Renaissance,Baroque,0.7984309196472168,48753,11963,el-greco,rembrandt,portrait,portrait,1684,55
High_Renaissance,Northern_Renaissance,0.7915900349617004,27917,66289,Unknown Artist,Unknown Artist,religious_painting,portrait,1063,56
Early_Renaissance,Northern_Renaissance,0.7901941537857056,56981,66289,Unknown Artist,Unknown Artist,religious_painting,portrait,2394,56
High_Renaissance,Northern_Renaissance,0.7800617814064026,50826,66289,leonardo-da-vinci,Unknown Artist,portrait,portrait,3014,56
High_Renaissance,Northern_Renaissance,0.7718660831451416,44596,66289,Unknown Artist,Unknown Artist,portrait,portrait,6088,56
High_Renaissance,Northern_Renaissance,0.7718280553817749,37000,66289,Unknown Artist,Unknown Artist,portrait,portrait,7000,56
Northern_Renaissance,High_Renaissance,0.8268479108810425,23708,52847,hans-holbein-the-younger,titian,portrait,portrait,1054,57
Northern_Renaissance,High_Renaissance,0.8253973126411438,4150,52847,albrecht-durer,titian,portrait,portrait,2897,57
Northern_Renaissance,High_Renaissance,0.8239797949790955,19910,52847,hans-holbein-the-younger,titian,sketch_and_study,portrait,2709,57
Northern_Renaissance,High_Renaissance,0.8238961100578308,18090,52847,albrecht-durer,titian,portrait,portrait,304,57
Early_Renaissance,High_Renaissance,0.8231005072593689,52015,52847,Unknown Artist,titian,portrait,portrait,3988,57
Early_Renaissance,Northern_Renaissance,0.8630667924880981,56569,56799,fra-angelico,Unknown Artist,religious_painting,religious_painting,5944,59
Early_Renaissance,Northern_Renaissance,0.8480948805809021,56700,56799,fra-angelico,Unknown Artist,religious_painting,religious_painting,3291,59
Early_Renaissance,Northern_Renaissance,0.8453747034072876,56305,56799,fra-angelico,Unknown Artist,religious_painting,religious_painting,5608,59
Early_Renaissance,Northern_Renaissance,0.8377273678779602,57083,56799,Unknown Artist,Unknown Artist,religious_painting,religious_painting,1237,59
Early_Renaissance,Northern_Renaissance,0.8302489519119263,39347,56799,Unknown Artist,Unknown Artist,religious_painting,religious_painting,3780,59
Mannerism_Late_Renaissance,Baroque,0.7826921343803406,55339,28196,Unknown Artist,Unknown Artist,genre_painting,still_life,213,60
Mannerism_Late_Renaissance,Baroque,0.7822358012199402,38333,28196,Unknown Artist,Unknown Artist,religious_painting,still_life,3025,60
High_Renaissance,Baroque,0.7815709114074707,46517,28196,titian,Unknown Artist,religious_painting,still_life,7093,60
Northern_Renaissance,Baroque,0.7808651924133301,30167,28196,Unknown Artist,Unknown Artist,genre_painting,still_life,1727,60
High_Renaissance,Baroque,0.7806540131568909,41455,28196,Unknown Artist,Unknown Artist,religious_painting,still_life,2911,60
High_Renaissance,Northern_Renaissance,0.8507745862007141,37361,43033,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5382,61
Early_Renaissance,Northern_Renaissance,0.835114598274231,55748,43033,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5967,61
Early_Renaissance,Northern_Renaissance,0.8307151198387146,48861,43033,fra-angelico,Unknown Artist,religious_painting,religious_painting,411,61
Early_Renaissance,Northern_Renaissance,0.8232508301734924,56379,43033,fra-angelico,Unknown Artist,religious_painting,religious_painting,303,61
Early_Renaissance,Northern_Renaissance,0.8186531066894531,26806,43033,fra-angelico,Unknown Artist,religious_painting,religious_painting,5637,61
Mannerism_Late_Renaissance,Baroque,0.8793535828590393,37729,23143,el-greco,Unknown Artist,religious_painting,religious_painting,870,63
Mannerism_Late_Renaissance,Baroque,0.8773484826087952,55663,23143,el-greco,Unknown Artist,religious_painting,religious_painting,3144,63
Early_Renaissance,Baroque,0.8664583563804626,56372,23143,pietro-perugino,Unknown Artist,religious_painting,religious_painting,4874,63
Mannerism_Late_Renaissance,Baroque,0.8626000881195068,49096,23143,el-greco,Unknown Artist,religious_painting,religious_painting,5514,63
High_Renaissance,Baroque,0.8604729771614075,55731,23143,titian,Unknown Artist,religious_painting,religious_painting,2010,63
Early_Renaissance,High_Renaissance,0.8948079347610474,25709,56644,pietro-perugino,Unknown Artist,religious_painting,religious_painting,3103,64
Early_Renaissance,High_Renaissance,0.8795135617256165,27082,56644,Unknown Artist,Unknown Artist,religious_painting,religious_painting,7085,64
Early_Renaissance,High_Renaissance,0.8703458309173584,55920,56644,pietro-perugino,Unknown Artist,religious_painting,religious_painting,5781,64
Early_Renaissance,High_Renaissance,0.8689959645271301,48338,56644,Unknown Artist,Unknown Artist,religious_painting,religious_painting,4833,64
Early_Renaissance,High_Renaissance,0.8683398365974426,43021,56644,Unknown Artist,Unknown Artist,religious_painting,religious_painting,5049,64
Northern_Renaissance,Mannerism_Late_Renaissance,0.823203980922699,73419,21678,Unknown Artist,tintoretto,Unknown Genre,portrait,1776,65
Northern_Renaissance,Mannerism_Late_Renaissance,0.8184912800788879,56640,21678,Unknown Artist,tintoretto,religious_painting,portrait,3664,65
High_Renaissance,Mannerism_Late_Renaissance,0.8108645081520081,30047,21678,Unknown Artist,tintoretto,religious_painting,portrait,564,65
Early_Renaissance,Mannerism_Late_Renaissance,0.8084627985954285,42921,21678,Unknown Artist,tintoretto,religious_painting,portrait,4884,65
High_Renaissance,Mannerism_Late_Renaissance,0.8069679737091064,75007,21678,Unknown Artist,tintoretto,Unknown Genre,portrait,3525,65
High_Renaissance,Baroque,0.907096266746521,69747,78698,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,1623,66
Mannerism_Late_Renaissance,Baroque,0.9024844169616699,78481,78698,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,1802,66
Mannerism_Late_Renaissance,Baroque,0.8977891802787781,72475,78698,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,5362,66
Mannerism_Late_Renaissance,Baroque,0.8959478735923767,55843,78698,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,6990,66
Mannerism_Late_Renaissance,Baroque,0.8932545185089111,78462,78698,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,487,66
High_Renaissance,Northern_Renaissance,0.8697487115859985,44131,7222,raphael,albrecht-durer,sketch_and_study,sketch_and_study,535,69
Early_Renaissance,Northern_Renaissance,0.8566475510597229,52995,7222,Unknown Artist,albrecht-durer,sketch_and_study,sketch_and_study,1829,69
High_Renaissance,Northern_Renaissance,0.8540450930595398,19938,7222,michelangelo,albrecht-durer,sketch_and_study,sketch_and_study,7098,69
Early_Renaissance,Northern_Renaissance,0.8534772396087646,52518,7222,fra-angelico,albrecht-durer,sketch_and_study,sketch_and_study,2835,69
High_Renaissance,Northern_Renaissance,0.8516521453857422,29295,7222,leonardo-da-vinci,albrecht-durer,sketch_and_study,sketch_and_study,6098,69
Early_Renaissance,High_Renaissance,0.8656907081604004,64667,46182,Unknown Artist,pietro-perugino,portrait,religious_painting,178,72
Northern_Renaissance,High_Renaissance,0.8635435104370117,28621,46182,lucas-cranach-the-elder,pietro-perugino,portrait,religious_painting,3529,72
Early_Renaissance,High_Renaissance,0.8552446961402893,56326,46182,pietro-perugino,pietro-perugino,religious_painting,religious_painting,2715,72
Early_Renaissance,High_Renaissance,0.853225588798523,35737,46182,Unknown Artist,pietro-perugino,portrait,religious_painting,1691,72
Northern_Renaissance,High_Renaissance,0.8520185947418213,23747,46182,hans-holbein-the-younger,pietro-perugino,religious_painting,religious_painting,3052,72
Baroque,Rococo,0.7374590039253235,62963,47146,joshua-reynolds,joshua-reynolds,portrait,portrait,1929,75
Baroque,Rococo,0.7216216325759888,62974,47146,Unknown Artist,joshua-reynolds,portrait,portrait,6337,75
Mannerism_Late_Renaissance,Rococo,0.6970477104187012,47089,47146,tintoretto,joshua-reynolds,portrait,portrait,1370,75
Baroque,Rococo,0.690248429775238,30064,47146,anthony-van-dyck,joshua-reynolds,portrait,portrait,2437,75
Baroque,Rococo,0.6822425723075867,74510,47146,Unknown Artist,joshua-reynolds,Unknown Genre,portrait,1771,75
Baroque,Rococo,0.8758573532104492,71631,51759,Unknown Artist,Unknown Artist,Unknown Genre,portrait,3038,76
Mannerism_Late_Renaissance,Rococo,0.8730315566062927,32888,51759,paolo-veronese,Unknown Artist,portrait,portrait,3037,76
Baroque,Rococo,0.8593809604644775,23086,51759,Unknown Artist,Unknown Artist,portrait,portrait,4293,76
Baroque,Rococo,0.855287492275238,26544,51759,anthony-van-dyck,Unknown Artist,portrait,portrait,654,76
Baroque,Rococo,0.8520331382751465,65379,51759,Unknown Artist,Unknown Artist,portrait,portrait,5642,76
Early_Renaissance,Baroque,0.8191083669662476,29227,4521,Unknown Artist,rembrandt,religious_painting,portrait,6236,77
Early_Renaissance,Baroque,0.8141486048698425,41509,4521,pietro-perugino,rembrandt,religious_painting,portrait,3509,77
Northern_Renaissance,Baroque,0.8113153576850891,22369,4521,hieronymus-bosch,rembrandt,sketch_and_study,portrait,4627,77
Northern_Renaissance,Baroque,0.8104037046432495,3993,4521,albrecht-durer,rembrandt,religious_painting,portrait,1890,77
Northern_Renaissance,Baroque,0.8058008551597595,12438,4521,albrecht-durer,rembrandt,religious_painting,portrait,5669,77
Baroque,Rococo,0.8151075839996338,23320,38746,joshua-reynolds,Unknown Artist,portrait,portrait,4708,78
Baroque,Rococo,0.7960493564605713,62963,38746,joshua-reynolds,Unknown Artist,portrait,portrait,1929,78
Baroque,Rococo,0.7813810110092163,74510,38746,Unknown Artist,Unknown Artist,Unknown Genre,portrait,1771,78
Baroque,Rococo,0.7738717198371887,36347,38746,frans-hals,Unknown Artist,portrait,portrait,695,78
Mannerism_Late_Renaissance,Rococo,0.7645251750946045,34217,38746,tintoretto,Unknown Artist,portrait,portrait,2149,78
Northern_Renaissance,Mannerism_Late_Renaissance,0.8326815366744995,44553,56453,lucas-cranach-the-elder,el-greco,religious_painting,religious_painting,7022,79
High_Renaissance,Mannerism_Late_Renaissance,0.8242759108543396,32488,56453,titian,el-greco,religious_painting,religious_painting,1294,79
Northern_Renaissance,Mannerism_Late_Renaissance,0.8192435503005981,22975,56453,Unknown Artist,el-greco,religious_painting,religious_painting,4629,79
High_Renaissance,Mannerism_Late_Renaissance,0.8191767334938049,31952,56453,Unknown Artist,el-greco,religious_painting,religious_painting,2052,79
High_Renaissance,Mannerism_Late_Renaissance,0.8167679905891418,44205,56453,Unknown Artist,el-greco,religious_painting,religious_painting,1294,79
High_Renaissance,Mannerism_Late_Renaissance,0.8736056089401245,67799,74002,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,3635,80
Northern_Renaissance,Mannerism_Late_Renaissance,0.8680949807167053,56380,74002,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,5752,80
High_Renaissance,Mannerism_Late_Renaissance,0.8677220940589905,44981,74002,Unknown Artist,Unknown Artist,religious_painting,Unknown Genre,3380,80
High_Renaissance,Mannerism_Late_Renaissance,0.8646609783172607,37673,74002,raphael,Unknown Artist,religious_painting,Unknown Genre,4755,80
High_Renaissance,Mannerism_Late_Renaissance,0.8645265102386475,69785,74002,Unknown Artist,Unknown Artist,Unknown Genre,Unknown Genre,2426,80
High_Renaissance,Baroque,0.836645245552063,79353,42572,Unknown Artist,Unknown Artist,Unknown Genre,landscape,5513,81
Northern_Renaissance,Baroque,0.8358533978462219,54121,42572,Unknown Artist,Unknown Artist,genre_painting,landscape,5630,81
Northern_Renaissance,Baroque,0.8350241184234619,23960,42572,Unknown Artist,Unknown Artist,genre_painting,landscape,6888,81
Northern_Renaissance,Baroque,0.8335297703742981,21368,42572,Unknown Artist,Unknown Artist,landscape,landscape,2443,81
High_Renaissance,Baroque,0.826730489730835,68622,42572,Unknown Artist,Unknown Artist,Unknown Genre,landscape,584,81
Early_Renaissance,Northern_Renaissance,0.8892882466316223,56529,56031,Unknown Artist,hans-holbein-the-younger,religious_painting,religious_painting,68,82
Early_Renaissance,Northern_Renaissance,0.8856046199798584,46903,56031,Unknown Artist,hans-holbein-the-younger,religious_painting,religious_painting,6285,82
High_Renaissance,Northern_Renaissance,0.8839112520217896,55982,56031,Unknown Artist,hans-holbein-the-younger,religious_painting,religious_painting,3654,82
Early_Renaissance,Northern_Renaissance,0.8792195916175842,53102,56031,Unknown Artist,hans-holbein-the-younger,religious_painting,religious_painting,5861,82
High_Renaissance,Northern_Renaissance,0.8719639778137207,55813,56031,Unknown Artist,hans-holbein-the-younger,religious_painting,religious_painting,7131,82
Baroque,Rococo,0.8511044979095459,23086,28374,Unknown Artist,Unknown Artist,portrait,portrait,4293,84
Baroque,Rococo,0.8483458161354065,4552,28374,rembrandt,Unknown Artist,portrait,portrait,1225,84
Baroque,Rococo,0.8482820987701416,19683,28374,Unknown Artist,Unknown Artist,portrait,portrait,6693,84
Baroque,Rococo,0.8450573682785034,71631,28374,Unknown Artist,Unknown Artist,Unknown Genre,portrait,3038,84
Mannerism_Late_Renaissance,Rococo,0.8441194295883179,64684,28374,el-greco,Unknown Artist,portrait,portrait,1928,84
Northern_Renaissance,Mannerism_Late_Renaissance,0.8538891077041626,26814,40505,hans-holbein-the-younger,Unknown Artist,portrait,portrait,1961,85
Northern_Renaissance,Mannerism_Late_Renaissance,0.840824544429779,63764,40505,hans-holbein-the-younger,Unknown Artist,portrait,portrait,1904,85
